SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
M15DG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XV - Sundaram ,MF,07-JUN-2017,10,1,INF903JA1AN6,10
M15RD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XV - Sundaram ,MF,07-JUN-2017,10,1,INF903JA1AM8,10
M15RG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XV - Sundaram ,MF,07-JUN-2017,10,1,INF903JA1AL0,10
M16DD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVI - DPDPO,MF,05-SEP-2017,10,1,INF903JA1BE3,10
M16DG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVI - DPGO,MF,05-SEP-2017,10,1,INF903JA1BD5,10
M16RD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVI - RPDPO,MF,05-SEP-2017,10,1,INF903JA1BC7,10
M16RG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVI - RPGO,MF,05-SEP-2017,10,1,INF903JA1BB9,10
M17DD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVII - DPDPO,MF,24-OCT-2017,10,1,INF903JA1BI4,10
M17DG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVII - DPGO,MF,24-OCT-2017,10,1,INF903JA1BH6,10
M17RD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVII - RPDPO,MF,24-OCT-2017,10,1,INF903JA1BG8,10
M17RG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP SERIES XVII - RPGO,MF,24-OCT-2017,10,1,INF903JA1BF0,10
MC1DD,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series I - DPDPO,MF,05-JUL-2018,10,1,INF903JA1DU5,10
MC1DG,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series I - DPGO,MF,05-JUL-2018,10,1,INF903JA1DT7,10
MC1RD,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series I - RPDPO,MF,05-JUL-2018,10,1,INF903JA1DS9,10
MC1RG,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series I - RPGO,MF,05-JUL-2018,10,1,INF903JA1DR1,10
MC2DD,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series II - DD,MF,31-JUL-2018,10,1,INF903JA1EG2,10
MC2DG,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series II - DG,MF,31-JUL-2018,10,1,INF903JA1EF4,10
MC2RD,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series II - RD,MF,31-JUL-2018,10,1,INF903JA1EE7,10
MC2RG,Sundaram Mutual Fund - Sundaram Multi Cap Fund Series II -RG,MF,31-JUL-2018,10,1,INF903JA1ED9,10
MI2MP,Franklin India Low Duration Fund-SP -RP-MDP - MI2MP,MF,07-FEB-2020,1,1,INF090I01UE5,1
MI2MPD,Franklin India Low Duration Fund-SP -DP-MDP - MI2MPD,MF,07-FEB-2020,1,1,INF090I01UH8,1
MI2QP,Franklin India Low Duration Fund-SP -RP-QDP - MI2QP,MF,07-FEB-2020,1,1,INF090I01UF2,1
MI2QPD,Franklin India Low Duration Fund-SP -Direct Plan-QDP - MI2QPD,MF,07-FEB-2020,1,1,INF090I01UI6,1
NMFINAIDR1,NIPPON INDIA MF - NIPPON INDIA IF - AIF S-I - IDR,MF,07-AUG-2013,10,1,INF204K01EE2,10
NMFINARDR1,NIPPON INDIA MUTUAL FUND-NIPPON INDIA Int. Fund-AIF-SI - RP- DP - RO,MF,01-APR-2011,10,1,INF204K01EB8,10
NMFINQIDP1,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Int.Fund-QIF-SI-IP-DP-DPO,MF,01-APR-2011,10,1,INF204K01DL9,10
NMFINQRAG1,NIPPON INDIA MF - NIPPON INDIA Intr Fund - QIF SR I-GRW,MF,04-MAR-2014,10,1,INF204K01XT0,10
NMFINQRDP1,NIPPON INDIA MUTUAL FUND-NIPPON INDIA Int. Fund-QIF-SI-RP-DP-DPO,MF,01-APR-2011,10,1,INF204K01DI5,10
PGIMAYD1G,PGIM India Fixed Duration Fund - Series AY - DPG,MF,06-JUN-2018,1000,1,INF663L01H21,1000
PGIMAYGPG,PGIM India Fixed Duration Fund - Series AY - RPG,MF,06-JUN-2018,1000,1,INF663L01H70,1000
PGIMAZD1G,PGIM India Fixed Duration Fund - Series AZ - DPG,MF,21-JUN-2018,1000,1,INF663L01J29,1000
PGIMAZDPD,PGIM India Fixed Duration Fund - Series AZ - RPSDPO,MF,21-JUN-2018,1000,1,INF663L01J86,1000
PGIMAZGPG,PGIM India Fixed Duration Fund - Series AZ - RPG,MF,21-JUN-2018,1000,1,INF663L01J78,1000
PGIMBAD1G,PGIM India Fixed Duration Fund - Series BA - DPG,MF,25-JUN-2018,1000,1,INF663L01I20,1000
PGIMBADPD,PGIM India Fixed Duration Fund - Series BA - RPSDPO,MF,25-JUN-2018,1000,1,INF663L01I87,1000
PGIMBAGPG,PGIM India Fixed Duration Fund - Series BA - RPG,MF,25-JUN-2018,1000,1,INF663L01I79,1000
PGIMBAQDD,PGIM India Fixed Duration Fund - Series BA - RPQDPO,MF,25-JUN-2018,1000,1,INF663L01J11,1000
PGIMBBD1G,PGIM India Fixed Duration Fund - Series BB - DPG,MF,23-JUL-2018,1000,1,INF663L01K26,1000
PGIMBBDPD,PGIM India Fixed Duration Fund - Series BB - RPSDPO,MF,23-JUL-2018,1000,1,INF663L01K83,1000
PGIMBBGPG,PGIM India Fixed Duration Fund - Series BB - RPG,MF,23-JUL-2018,1000,1,INF663L01K75,1000
PGIMBBQDD,PGIM India Fixed Duration Fund - Series BB - RPQDPO,MF,23-JUL-2018,1000,1,INF663L01L17,1000
PGIMBCD1G,PGIM India Fixed Duration Fund - Series BC - DPG,MF,14-AUG-2018,1000,1,INF663L01L25,1000
PGIMBCD2S,PGIM India Fixed Duration Fund - Series BC - DPSDT,MF,14-AUG-2018,1000,1,INF663L01L41,1000
PGIMBCDPD,PGIM India Fixed Duration Fund - Series BC - RPSDPO,MF,14-AUG-2018,1000,1,INF663L01L82,1000
PGIMBCGPG,PGIM India Fixed Duration Fund - Series BC - RPG,MF,14-AUG-2018,1000,1,INF663L01L74,1000
PGIMBCQDD,PGIM India Fixed Duration Fund - Series BC - RPQDPO,MF,14-AUG-2018,1000,1,INF663L01M16,1000
PGIMBED1G,PGIM India Fixed Duration Fund - Series BE - DPG,MF,05-SEP-2018,1000,1,INF663L01M24,1000
PGIMBEDPD,PGIM India Fixed Duration Fund - Series BE - RPSDPO,MF,05-SEP-2018,1000,1,INF663L01M81,1000
PGIMBEGPG,PGIM India Fixed Duration Fund - Series BE - RPG,MF,05-SEP-2018,1000,1,INF663L01M73,1000
PGIMBEQDD,PGIM India Fixed Duration Fund - Series BE - RPQDPO,MF,05-SEP-2018,1000,1,INF663L01N15,1000
PGIMCSA1G,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -DPG,MF,20-MAR-2020,1,1,INF663L01U65,10
PGIMCSA2D,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -MD,MF,20-MAR-2020,1,1,INF663L01U73,10
PGIMCSA3D,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -QD,MF,20-MAR-2020,1,1,INF663L01U81,10
PGIMCSA4D,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -AD,MF,20-MAR-2020,1,1,INF663L01U99,10
PGIMCSR1D,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -RP-AD,MF,20-MAR-2020,1,1,INF663L01V31,10
PGIMCSR2G,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -RP-G,MF,20-MAR-2020,1,1,INF663L01V07,10
PGIMCSR3D,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -RP-MD,MF,20-MAR-2020,1,1,INF663L01V15,10
PGIMCSR4D,PGIM IMF - PGIM India Credit Risk Fund - Segregated Portfolio -RP-QD,MF,20-MAR-2020,1,1,INF663L01V23,10
PGIMDAADD,PGIM India Dual Advantage Fund - Series 1 - RPADPO,MF,31-MAR-2017,10,1,INF663L01QW3,10
PGIMDAD1G,PGIM India Dual Advantage Fund - Series 1 - DPG,MF,31-MAR-2017,10,1,INF663L01QK8,10
PGIMDAD2D,PGIM India Dual Advantage Fund - Series 1 - DPRDPO,MF,31-MAR-2017,10,1,INF663L01QL6,10
PGIMDAD3D,PGIM India Dual Advantage Fund - Series 1 - DPQDPO,MF,31-MAR-2017,10,1,INF663L01QN2,10
PGIMDADPD,PGIM India Dual Advantage Fund - Series 1 - RPRDPO,MF,31-MAR-2017,10,1,INF663L01QS1,10
PGIMDAGPG,PGIM India Dual Advantage Fund - Series 1 - RPG,MF,31-MAR-2017,10,1,INF663L01QR3,10
PGIMDAQDD,PGIM India Dual Advantage Fund - Series 1 - RPQDPO,MF,31-MAR-2017,10,1,INF663L01QU7,10
RSEOFIVDD,SBI Mutual Fund-SBI Equity Opportunities Fund Series IV-DPD,MF,05-NOV-2018,10,1,INF200KA1WK3,10
RSEOFIVDR,SBI Mutual Fund-SBI Equity Opportunities Fund Series IV- RPD,MF,05-NOV-2018,10,1,INF200KA1WI7,10
RSEOFIVGD,SBI Mutual Fund-SBI Equity Opportunities Fund Series IV-DPG,MF,05-NOV-2018,10,1,INF200KA1WJ5,10
RSEOFIVGR,SBI Mutual Fund-SBI Equity Opportunities Fund Series IV- RPG,MF,05-NOV-2018,10,1,INF200KA1WH9,10
SC5DD,Sundaram Mutual Fund,MF,30-JUN-2017,10,1,INF903JA1AS5,10
SC5DG,Sundaram Mutual Fund,MF,30-JUN-2017,10,1,INF903JA1AR7,10
SC5RD,Sundaram Mutual Fund,MF,30-JUN-2017,10,1,INF903JA1AQ9,10
SC5RG,Sundaram Mutual Fund,MF,30-JUN-2017,10,1,INF903JA1AP1,10
SC6DD,Sundaram Mutual Fund - SUNDARAM SELECT SMALL CAP Series VI - DDPO,MF,21-JUL-2017,10,1,INF903JA1AW7,10
SC6DG,Sundaram Mutual Fund - SUNDARAM SELECT SMALL CAP Series VI - DGO,MF,21-JUL-2017,10,1,INF903JA1AV9,10
SC6RD,Sundaram Mutual Fund - SUNDARAM SELECT SMALL CAP Series VI - RDPO,MF,21-JUL-2017,10,1,INF903JA1AU1,10
SC6RG,Sundaram Mutual Fund - SUNDARAM SELECT SMALL CAP Series VI - RGO,MF,21-JUL-2017,10,1,INF903JA1AT3,10
SCPOFA1GD,SBI Mutual Fund - SBI CPOF ¿ Series A Plan 1 - DPG,MF,15-MAR-2019,10,1,INF200KA1ZR1,10
SCPOFA1GR,SBI Mutual Fund - SBI CPOF ¿ Series A Plan 1 - DPG,MF,15-MAR-2019,10,1,INF200KA1ZQ3,10
SCPOFA2GD,SBI Mutual Fund - SBI Capital Protection Oriented F ¿ S A (P 2) DPG,MF,04-APR-2019,10,1,INF200KA1B96,10
SCPOFA2GR,SBI Mutual Fund - SBI Capital Protection Oriented F ¿ S A (P 2) - RPG,MF,04-APR-2019,10,1,INF200KA1B88,10
SCPOFA5GD,SBI Capital Protection Oriented Fund-Series A (Plan 5)-DP-G,MF,20-SEP-2019,10,1,INF200KA1K12,10
SCPOFA5GR,SBI Capital Protection Oriented Fund-Series A (Plan 5)-RP-G,MF,20-SEP-2019,10,1,INF200KA1K04,10
SCPOFA6GD,SBI MF - SBI Capital Protection Oriented Fund Series A (Plan 6)- DPG,MF,14-OCT-2019,10,1,INF200KA1K87,10
SCPOFA6GR,SBI MF - SBI Capital Protection Oriented Fund Series A (Plan 6)- RPG,MF,14-OCT-2019,10,1,INF200KA1K79,10
SDFSC21DD,SBI Mutual Fund - SBI Debt Fund Series C ¿ 21 (1100 Days) -DP-DP,MF,07-AUG-2018,10,1,INF200KA1UZ5,10
SDFSC21DR,SBI Mutual Fund - SBI Debt Fund Series C ¿ 21 (1100 Days) - RP-DP,MF,07-AUG-2018,10,1,INF200KA1UX0,10
SDFSC21GD,SBI Mutual Fund - SBI Debt Fund Series C ¿ 21 (1100 Days) - DP-G,MF,07-AUG-2018,10,1,INF200KA1UY8,10
SDFSC21GR,SBI Mutual Fund - SBI Debt Fund Series C ¿ 21 (1100 Days) - RP-G,MF,07-AUG-2018,10,1,INF200KA1UW2,10
SDFSC22DD,SBI Mutual Fund-SBI Debt Fund Series C-22 (1100 Days) - DP-DP,MF,28-AUG-2018,10,1,INF200KA1VD0,10
SDFSC22DR,SBI Mutual Fund-SBI Debt Fund Series C-22 (1100 Days) - RP-DP,MF,28-AUG-2018,10,1,INF200KA1VB4,10
SDFSC22GD,SBI Mutual Fund-SBI Debt Fund Series C-22 (1100 Days) - DP-G,MF,28-AUG-2018,10,1,INF200KA1VC2,10
SDFSC22GR,SBI Mutual Fund-SBI Debt Fund  Series C-22 (1100 Days) - RP-G,MF,28-AUG-2018,10,1,INF200KA1VA6,10
SDFSC23DD,SBI Mutual Fund - SBI Debt Fund ¿ 21 to 30 Series C - 23 - DP-DP,MF,07-SEP-2018,10,1,INF200KA1VL3,10
SDFSC23DR,SBI Mutual Fund - SBI Debt Fund ¿ 21 to 30 Series C - 23 - RP-DP,MF,07-SEP-2018,10,1,INF200KA1VJ7,10
SDFSC23GD,SBI Mutual Fund - SBI Debt Fund ¿ 21 to 30 Series C - 23 - DP-G,MF,07-SEP-2018,10,1,INF200KA1VK5,10
SDFSC23GR,SBI Mutual Fund - SBI Debt Fund ¿ 21 to 30 Series C - 23 - RP-G,MF,07-SEP-2018,10,1,INF200KA1VI9,10
SDFSC24DD,SBI Mutual Fund - SBI Debt Fund Series C - 24 (1100 Days) - Direct Pla,MF,19-SEP-2018,10,1,INF200KA1VP4,10
SDFSC24DR,SBI Mutual Fund - SBI Debt Fund Series C - 24 (1100 Days) - Regular Pl,MF,19-SEP-2018,10,1,INF200KA1VN9,10
SDFSC24GD,SBI Mutual Fund - SBI Debt Fund Series C - 24 (1100 Days) - Direct Pla,MF,19-SEP-2018,10,1,INF200KA1VO7,10
SDFSC24GR,SBI Mutual Fund - SBI Debt Fund Series C - 24 (1100 Days) - Regular Pl,MF,19-SEP-2018,10,1,INF200KA1VM1,10
SDFSC25DD,SBI Mutual Fund - SBI Debt Fund Series C - 25 -(1100 Days) DP- D,MF,01-OCT-2018,10,1,INF200KA1VU4,10
SDFSC25DR,SBI Mutual Fund - SBI Debt Fund Series C - 25 -(1100 Days) RP-DP,MF,01-OCT-2018,10,1,INF200KA1VS8,10
SDFSC25GD,SBI Mutual Fund - SBI Debt Fund Series C - 25 -(1100 Days) DP -G,MF,01-OCT-2018,10,1,INF200KA1VT6,10
SDFSC25GR,SBI Mutual Fund - SBI Debt Fund Series C - 25 -(1100 Days) RP- G,MF,01-OCT-2018,10,1,INF200KA1VR0,10
SDFSC26DD,SBI MF - SBI Debt Fund Series C - 26 (1125 Days) - DP-DP,MF,12-OCT-2018,10,1,INF200KA1WC0,10
SDFSC26DR,SBI MF - SBI Debt Fund Series C - 26 (1125 Days) - RP-DP,MF,12-OCT-2018,10,1,INF200KA1WA4,10
SDFSC26GD,SBI MF - SBI Debt Fund Series C - 26 (1125 Days) - DP-G,MF,12-OCT-2018,10,1,INF200KA1WB2,10
SDFSC26GR,SBI MF - SBI Debt Fund Series C - 26 (1125 Days) - RP-G,MF,12-OCT-2018,10,1,INF200KA1VZ3,10
SDFSC27DD,SBI Mutual Fund - SBI Debt Fund Series C - 27 (1260 Days) - DP-DPO,MF,01-NOV-2018,,1,INF200KA1WG1,10
SDFSC27DR,SBI Mutual Fund - SBI Debt Fund Series C - 27 (1260 Days) - RP-DPO,MF,01-NOV-2018,,1,INF200KA1WE6,10
SDFSC27GD,SBI Mutual Fund - SBI Debt Fund Series C - 27 (1260 Days) - DP-GO,MF,01-NOV-2018,,1,INF200KA1WF3,10
SDFSC27GR,SBI Mutual Fund - SBI Debt Fund Series C - 27 (1260 Days) - RP-GO,MF,01-NOV-2018,,1,INF200KA1WD8,10
SDFSC28DD,SBI Mutual Fund - SBI Debt Fund Series C ¿ 28 (1240 Days) - Direct Pla,MF,28-NOV-2018,10,1,INF200KA1WO5,10
SDFSC28DR,SBI Mutual Fund - SBI Debt Fund Series C ¿ 28 (1240 Days) - Regular Pl,MF,28-NOV-2018,10,1,INF200KA1WM9,10
SDFSC28GD,SBI Mutual Fund - SBI Debt Fund Series C ¿ 28 (1240 Days) - Direct Pla,MF,28-NOV-2018,10,1,INF200KA1WN7,10
SDFSC28GR,SBI Mutual Fund - SBI Debt Fund Series C ¿ 28 (1240 Days) - Regular Pl,MF,28-NOV-2018,10,1,INF200KA1WL1,10
SDFSC30DD,SBI Mutual Fund - SBI Debt Fund Series C ¿ 30 (1228 Days) - DP-DP,MF,10-DEC-2018,10,1,INF200KA1WW8,10
SDFSC30DR,SBI Mutual Fund - SBI Debt Fund Series C ¿ 30 (1228 Days) - RP-DP,MF,10-DEC-2018,10,1,INF200KA1WU2,10
SDFSC30GD,SBI Mutual Fund - SBI Debt Fund Series C ¿ 30 (1228 Days) - DP-G,MF,10-DEC-2018,10,1,INF200KA1WV0,10
SDFSC30GR,SBI Mutual Fund - SBI Debt Fund Series C ¿ 30 (1228 Days) - RP-G,MF,10-DEC-2018,10,1,INF200KA1WT4,10
SFMP10DD,SBI Mutual Fund - SBI (FMP) Series ¿ 10 (1178 D) - DPDP,MF,09-JUL-2019,10,1,INF200KA1H17,10
SFMP10DR,SBI Mutual Fund - SBI (FMP) Series ¿ 10 (1178 D) - RPDP,MF,09-JUL-2019,10,1,INF200KA1G91,10
SFMP10GD,SBI Mutual Fund - SBI (FMP) Series ¿ 10 (1178 D) - DPGO,MF,09-JUL-2019,10,1,INF200KA1H09,10
SFMP10GR,SBI Mutual Fund - SBI (FMP) Series ¿ 10 (1178 D) - RPGO,MF,09-JUL-2019,10,1,INF200KA1G83,10
SFMP1DD,SBI MF - SBI Fixed Maturity Plan (FMP) Series ¿ 1 (3668 Days)-DP-DP,MF,04-APR-2019,10,1,INF200KA1D11,10
SFMP1DR,SBI MF - SBI Fixed Maturity Plan (FMP) Series ¿ 1 (3668 Days)-RP-DP,MF,04-APR-2019,10,1,INF200KA1C95,10
SFMP1GD,SBI MF - SBI Fixed Maturity Plan (FMP) Series ¿ 1 (3668 Days)-DP-G,MF,04-APR-2019,10,1,INF200KA1D03,10
SFMP1GR,SBI MF - SBI Fixed Maturity Plan (FMP) Series ¿ 1 (3668 Days)-RP-G,MF,04-APR-2019,10,1,INF200KA1C87,10
SFMP21DD,SBI Fixed Maturity Plan (FMP) Series 21 (1109 Days)-DP-DP,MF,31-OCT-2019,,1,INF200KA1M02,10
SFMP21DR,SBI Fixed Maturity Plan (FMP) Series 21 (1109 Days)-RP-DP,MF,31-OCT-2019,,1,INF200KA1L86,10
SFMP21GD,SBI Fixed Maturity Plan (FMP) Series 21 (1109 Days)-DP-GO,MF,31-OCT-2019,,1,INF200KA1L94,10
SFMP21GR,SBI Fixed Maturity Plan (FMP) Series 21 (1109 Days)-RP-GO,MF,31-OCT-2019,,1,INF200KA1L78,10
SFMP22DD,SBI Fixed Maturity Plan (FMP)-Series 22 (1106 Days)-DP-GP,MF,13-NOV-2019,10,1,INF200KA1M44,10
SFMP22DR,SBI Fixed Maturity Plan (FMP)-Series 22 (1106 Days)-RP-DP,MF,13-NOV-2019,10,1,INF200KA1M28,10
SFMP22GD,SBI Fixed Maturity Plan (FMP)-Series 22 (1106 Days)-DP-GO,MF,13-NOV-2019,10,1,INF200KA1M36,10
SFMP22GR,SBI Fixed Maturity Plan (FMP)-Series 22 (1106 Days)-RP-GO,MF,13-NOV-2019,10,1,INF200KA1M10,10
SFMP23DD,SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days)-DP-DP,MF,21-NOV-2019,10,1,INF200KA1M85,10
SFMP23DR,SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days)-RP-DP,MF,21-NOV-2019,10,1,INF200KA1M69,10
SFMP23GD,SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days)-DP-GO,MF,21-NOV-2019,10,1,INF200KA1M77,10
SFMP23GR,SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days)-RP-GO,MF,21-NOV-2019,10,1,INF200KA1M51,10
SFMP24DD,SBI Mutual Fund - SBI FMP Series 24 (1107 days) - DPDP,MF,28-NOV-2019,10,1,INF200KA1N27,10
SFMP24DR,SBI Mutual Fund - SBI FMP Series 24 (1107 days) -RPDP,MF,28-NOV-2019,10,1,INF200KA1N01,10
SFMP24GD,SBI Mutual Fund - SBI FMP Series 24 (1107 days) - DPGO,MF,28-NOV-2019,10,1,INF200KA1N19,10
SFMP24GR,SBI Mutual Fund - SBI FMP Series 24 (1107 days) - RPGO,MF,28-NOV-2019,10,1,INF200KA1M93,10
SFMP25DD,SBI Mutual Fund - SBI (FMP) - Series 25 (1120 Days)- DPDP,MF,04-DEC-2019,10,1,INF200KA1N68,10
SFMP25DR,SBI Mutual Fund - SBI (FMP) - Series 25 (1120 Days)- RPDP,MF,04-DEC-2019,10,1,INF200KA1N43,10
SFMP25GD,SBI Mutual Fund - SBI (FMP) - Series 25 (1120 Days)- DPGO,MF,04-DEC-2019,10,1,INF200KA1N50,10
SFMP25GR,SBI Mutual Fund - SBI (FMP) - Series 25 (1120 Days)- RPGO,MF,04-DEC-2019,10,1,INF200KA1N35,10
SFMP26DD,SBI Mutual Fund - SBI FMP Series 26 (1112 Days) DPDP,MF,11-DEC-2019,10,1,INF200KA1O00,10
SFMP26DR,SBI Mutual Fund - SBI FMP Series 26 (1112 Days) RPDP,MF,11-DEC-2019,10,1,INF200KA1N84,10
SFMP26GD,SBI Mutual Fund - SBI FMP Series 26 (1112 Days) DPGO,MF,11-DEC-2019,10,1,INF200KA1N92,10
SFMP26GR,SBI Mutual Fund - SBI FMP Series 26 (1112 Days) RPGO,MF,11-DEC-2019,10,1,INF200KA1N76,10
SFMP27DD,SBI Mutual Fund - SBI FMP - Series 27 (1203 Days) - DPDP,MF,16-JAN-2020,10,1,INF200KA1O42,10
SFMP27DR,SBI Mutual Fund - SBI FMP - Series 27 (1203 Days) - RPDP,MF,16-JAN-2020,10,1,INF200KA1O26,10
SFMP27GD,SBI Mutual Fund - SBI FMP - Series 27 (1203 Days) - DPGO,MF,16-JAN-2020,10,1,INF200KA1O34,10
SFMP27GR,SBI Mutual Fund - SBI FMP - Series 27 (1203 Days) - RPGO,MF,16-JAN-2020,10,1,INF200KA1O18,10
SFMP28DD,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days,MF,26-FEB-2020,10,1,INF200KA1P09,10
SFMP28DR,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days,MF,26-FEB-2020,10,1,INF200KA1O83,10
SFMP28GD,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days,MF,26-FEB-2020,10,1,INF200KA1O91,10
SFMP28GR,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days,MF,26-FEB-2020,10,1,INF200KA1O75,10
SFMP2DD,SBI Mutual Fund - SBI FMP Series 2 -1178D -DPDP,MF,26-APR-2019,10,1,INF200KA1D52,10
SFMP2DR,SBI Mutual Fund - SBI FMP Series 2 -1178D -RPDP,MF,26-APR-2019,10,1,INF200KA1D37,10
SFMP2GD,SBI Mutual Fund - SBI FMP Series 2 -1178D -DPGO,MF,26-APR-2019,10,1,INF200KA1D45,10
SFMP2GR,SBI Mutual Fund - SBI FMP Series 2 -1178D -RPGO,MF,26-APR-2019,10,1,INF200KA1D29,10
SFMP3DD,SBI Mutual Fund - SBI FMP Series ¿ 3 (1179D) - DPDP,MF,02-MAY-2019,10,1,INF200KA1D94,10
SFMP3DR,SBI Mutual Fund - SBI FMP Series ¿ 3 (1179D) - RPDP,MF,02-MAY-2019,10,1,INF200KA1D78,10
SFMP3GD,SBI Mutual Fund - SBI FMP Series ¿ 3 (1179D) - DPGO,MF,02-MAY-2019,10,1,INF200KA1D86,10
SFMP3GR,SBI Mutual Fund - SBI FMP Series ¿ 3 (1179D) - RPGO,MF,02-MAY-2019,10,1,INF200KA1D60,10
SFMP41DD,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days,MF,05-APR-2021,10,1,INF200KA1U85,10
SFMP41DR,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days,MF,05-APR-2021,10,1,INF200KA1U69,10
SFMP41GD,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days,MF,05-APR-2021,10,1,INF200KA1U77,10
SFMP41GR,SBI Mutual Fund - SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days,MF,05-APR-2021,10,1,INF200KA1U51,10
SFMP42DD,SBI Mutual Fund - SBI FMP- Series 42 (1857 Days)-DP-IDCW Payout,MF,07-APR-2021,10,1,INF200KA1V27,10
SFMP42DR,SBI Mutual Fund - SBI FMP- Series 42 (1857 Days)-RP-IDCW Payout,MF,07-APR-2021,10,1,INF200KA1V01,10
SFMP42GD,SBI Mutual Fund- SBI FMP- Series 42 (1857 Days)-DPG,MF,07-APR-2021,10,1,INF200KA1V19,10
SFMP42GR,SBI Mutual Fund - SBI FMP- Series 42 (1857 Days)-RPG,MF,07-APR-2021,10,1,INF200KA1U93,10
SFMP43DD,SBI Mutual Fund - SBI FMP - Series 43 (1616 Days) - DP - IDCW Payout,MF,06-MAY-2021,10,1,INF200KA1V68,10
SFMP43DR,SBI Mutual Fund - SBI FMP - Series 43 (1616 Days) - RP - IDCW Payout,MF,06-MAY-2021,10,1,INF200KA1V43,10
SFMP43GD,SBI Mutual Fund - SBI FMP - Series 43 (1616 Days) - DPG,MF,06-MAY-2021,10,1,INF200KA1V50,10
SFMP43GR,SBI Mutual Fund - SBI FMP - Series 43 (1616 Days) - RPG,MF,06-MAY-2021,10,1,INF200KA1V35,10
SFMP6DD,SBI Mutual Fund-SBI Fixed Maturity Plan Series ¿ 6(3668 days) -DP-DP,MF,23-MAY-2019,10,1,INF200KA1F35,10
SFMP6DR,SBI Mutual Fund-SBI Fixed Maturity Plan Series¿6(3668 days)-RP-DP,MF,23-MAY-2019,10,1,INF200KA1F19,10
SFMP6GD,SBI Mutual Fund-SBI Fixed Maturity Plan Series¿6(3668 days)-DP-G,MF,23-MAY-2019,10,1,INF200KA1F27,10
SFMP6GR,SBI Mutual Fund-SBI Fixed Maturity Plan Series¿6(3668 days)-RP-G,MF,23-MAY-2019,10,1,INF200KA1F01,10
SFMP7DD,SBI Mutual Fund - SBI FMP - Series 7 (1175 Days) - DPDP,MF,30-MAY-2019,10,1,INF200KA1F76,10
SFMP7DR,SBI Mutual Fund - SBI FMP - Series 7 (1175 Days) - RPDP,MF,30-MAY-2019,10,1,INF200KA1F50,10
SFMP7GD,SBI Mutual Fund - SBI FMP - Series 7 (1175 Days) - DPGO,MF,30-MAY-2019,10,1,INF200KA1F68,10
SFMP7GR,SBI Mutual Fund - SBI FMP - Series 7 (1175 Days) - RPGO,MF,30-MAY-2019,10,1,INF200KA1F43,10
SFMP8DD,SBI Mutual Fund - SBI FMP Series 8 (1178 Days) - DPDP,MF,12-JUN-2019,10,1,INF200KA1G18,10
SFMP8DR,SBI Mutual Fund - SBI FMP Series 8 (1178 Days) - RPDP,MF,12-JUN-2019,10,1,INF200KA1F92,10
SFMP8GD,SBI Mutual Fund - SBI FMP Series 8 (1178 Days) - DPGO,MF,12-JUN-2019,10,1,INF200KA1G00,10
